index,education_many,education_few,shopping_many,shopping_few,leisure_many,leisure_few,accompany
95725514,22,0,41,3,48,2,42
95725539,14,0,33,0,24,0,8
95729451,0,0,0,0,0,0,0
95729452,0,0,0,0,6,0,0
95729453,0,0,0,0,8,0,0
95729454,0,0,0,0,1,0,0
95729455,0,0,0,0,9,0,0
95729456,0,0,0,0,1,0,0
95729457,0,0,0,0,6,0,0
95729458,0,0,0,0,7,1,0
95729459,2,0,1,0,0,0,2
95729460,0,0,1,0,3,1,0
95730111,7,0,5,0,10,0,3
95730114,16,0,32,0,45,2,12
95730115,15,0,11,0,11,2,12
95730120,16,0,28,0,29,4,16
95730122,23,0,48,4,29,1,27
95730124,0,0,5,0,10,0,0
95730125,17,0,21,0,40,0,11
95730127,20,0,60,4,32,3,27
95730133,5,0,24,1,8,0,7
95730134,33,0,96,5,84,3,44
95735517,17,0,27,0,19,0,15
95735540,7,0,11,0,20,0,6
95740112,36,0,58,7,60,1,51
95740117,19,0,28,0,33,0,18
95740123,26,0,54,0,41,1,35
95740132,32,0,103,7,54,2,44
95740135,4,0,5,0,9,0,4
95740138,58,1,97,3,84,5,61
95740139,10,0,13,0,10,1,8
95740140,7,0,12,1,14,1,8
95740141,12,0,15,0,11,2,4
95740146,5,0,6,0,5,0,4
95740147,8,0,24,2,23,1,9
95740150,3,0,5,0,6,0,1
95740152,22,0,36,0,39,1,27
95740154,7,0,10,0,16,0,7
95740155,36,0,37,0,44,4,20
95740156,10,0,29,1,18,0,18
95740157,17,2,29,5,40,0,26
95740158,8,0,10,0,20,1,5
95740164,8,0,6,0,8,0,6
95745527,7,0,19,0,29,0,12
95745528,10,0,18,1,25,1,6
95745529,8,0,8,0,12,1,11
95749451,1,0,0,0,1,0,1
95749452,0,0,0,0,3,0,0
95749453,0,0,0,0,2,0,0
95749454,3,0,0,0,3,1,2
95749455,0,0,0,0,3,0,0
95749456,0,0,0,0,0,0,0
95749457,0,0,0,0,0,0,0
95749458,2,0,0,0,0,0,0
95749460,0,0,0,0,2,0,0
95749461,0,0,0,0,3,0,0
95749462,1,0,0,0,0,0,2
95749463,0,0,0,0,0,0,0
95749464,1,0,0,0,4,0,0
95749465,0,0,0,0,2,0,0
95750112,24,0,54,4,144,5,30
95750116,3,0,16,0,6,1,5
95750119,2,0,2,0,4,0,1
95750121,17,0,23,1,20,0,12
95750135,8,1,9,0,5,0,6
95750145,8,0,26,1,23,0,10
95750153,22,0,70,5,41,3,37
95750156,1,0,9,0,10,0,2
95755518,21,0,41,1,45,1,20
95755519,56,0,73,2,67,4,35
95755520,4,0,3,0,5,0,2
95755521,18,0,18,0,14,1,10
95755522,9,0,21,0,18,1,10
95755524,7,0,16,0,28,1,7
95755525,5,0,13,0,14,1,4
95759451,0,0,0,0,0,0,0
95760111,7,0,9,0,21,0,8
95760113,10,0,29,0,34,1,12
95760117,10,0,9,0,10,1,9
95760121,7,0,26,0,19,1,7
95760122,17,0,34,0,34,1,12
95760126,4,0,14,0,26,1,4
95760127,43,0,59,1,68,1,47
95760128,7,0,14,0,19,0,5
95760132,10,0,11,0,16,1,13
95760137,3,0,23,0,16,0,4
95760141,3,0,4,0,7,0,5
95760142,3,0,1,0,6,0,3
95760143,36,1,85,3,71,3,60
95760147,29,0,26,0,36,0,9
95760148,9,0,13,1,33,2,3
95760151,34,0,47,2,63,1,31
95769451,0,0,0,0,0,0,0
95769452,0,0,0,0,0,0,0
95769453,0,0,2,1,7,0,0
95769454,0,0,0,0,0,0,0
95769455,0,0,0,0,0,0,0
95770114,2,0,7,0,9,0,4
95770136,26,1,69,2,78,3,35
95770148,3,0,6,0,10,1,5
95770158,13,0,11,1,33,0,5
95770161,9,0,34,0,31,6,9
95770162,5,0,1,0,3,0,4
95770168,3,0,7,0,9,1,5
95770173,12,0,50,1,55,7,25
95770177,30,0,97,4,72,8,52
95775532,9,0,11,0,29,1,10
95775533,8,0,8,0,20,0,13
95775534,5,0,5,0,18,0,2
95775535,6,0,10,0,24,1,5
95775536,5,0,9,0,29,1,6
96610000,146,22,338,17,216,17,178
96620000,67,6,234,8,183,10,94
96630000,241,108,688,86,620,29,395
96710111,32,0,79,0,99,5,28
96710112,9,0,10,0,15,0,10
96710114,15,0,20,0,37,2,15
96710119,3,0,2,0,6,0,3
96710120,3,0,6,0,1,0,3
96710121,21,0,39,0,17,5,14
96710122,33,0,85,1,46,3,29
96710124,8,0,29,0,26,2,16
96710130,38,0,57,0,36,1,35
96710133,2,0,3,0,11,0,4
96710134,12,0,21,0,33,1,16
96710136,6,0,23,1,28,2,8
96710139,5,0,9,0,10,0,8
96710140,9,0,26,1,7,1,8
96710143,17,0,54,0,113,0,17
96710148,2,0,2,0,12,0,3
96710150,5,0,9,0,17,0,5
96710155,9,0,41,1,40,2,15
96710156,7,0,7,0,5,0,10
96710157,3,0,12,1,5,1,6
96715602,6,0,9,0,19,1,7
96715603,8,0,14,0,34,4,10
96715604,19,0,36,1,61,2,21
96719451,0,0,0,0,2,0,0
96719453,1,0,0,0,4,0,1
96719456,0,0,0,0,8,0,0
96719457,0,0,0,0,6,0,0
96719458,0,0,0,0,2,0,0
96719459,1,0,0,0,4,0,1
96719460,0,0,0,0,2,0,0
96719461,1,0,0,0,4,0,0
96720112,8,0,19,2,20,1,9
96720113,15,0,29,8,39,8,21
96720114,38,0,147,41,134,12,100
96720117,11,0,15,0,14,0,12
96720127,22,0,52,1,51,2,20
96720134,7,0,0,0,5,0,3
96720135,17,0,33,3,52,0,17
96720136,10,0,11,0,7,0,5
96720139,8,0,11,0,22,0,5
96720140,14,0,19,1,17,1,12
96720161,3,0,0,0,33,0,2
96720163,1,0,9,0,16,0,2
96720166,6,0,3,0,10,0,5
96725606,6,0,8,0,27,0,9
96725607,6,0,8,0,11,0,7
96725608,5,0,10,0,15,0,4
96725609,18,0,20,1,17,4,12
96729451,0,0,0,0,0,0,0
96729454,0,0,0,0,0,0,0
96729455,0,0,0,0,46,0,0
96729456,0,0,0,0,0,0,0
96729457,0,0,0,0,0,0,0
96729458,0,0,0,0,0,0,0
96729461,0,0,0,0,0,0,0
96729462,0,0,0,0,25,0,0
96729463,0,0,0,0,1,0,0
96729464,0,0,0,0,0,0,0
96729465,0,0,0,0,0,0,0
96729466,0,0,0,0,1,0,0
96729468,0,0,0,0,2,0,0
96730114,52,0,149,22,63,4,85
96730117,7,0,28,0,54,1,7
96730141,23,1,42,1,24,3,25
96730149,3,0,6,0,13,0,2
96730162,9,0,7,1,6,0,11
96735633,24,0,57,0,54,5,26
96735634,14,0,29,0,66,2,12
96735635,32,0,23,0,30,2,20
96735637,16,0,27,0,55,1,9
96735638,13,0,14,0,18,1,14
96735639,16,0,31,0,24,2,11
96735640,7,0,10,0,15,1,5
96739451,0,0,0,0,2,0,0
96739452,0,0,0,0,0,0,0
96739453,0,0,0,0,0,0,0
96739454,0,0,0,0,0,0,0
96739455,0,0,0,0,0,0,0
96739456,0,0,0,0,0,0,0
96739457,0,0,0,0,0,0,0
96739458,0,0,0,0,0,0,0
96740133,8,0,13,0,10,1,7
96740147,27,2,121,7,57,3,54
96740159,5,0,9,0,11,0,3
96740163,17,0,21,1,38,1,11
96740164,12,0,10,0,23,0,5
96740171,12,0,9,2,24,1,6
96740187,4,0,3,0,8,0,3
96740195,4,0,17,0,17,0,8
96740210,3,0,6,0,24,0,3
96740221,10,0,23,1,21,1,8
96745610,9,0,27,0,24,1,9
96745611,23,1,38,1,48,0,29
96745612,24,0,51,5,54,1,27
96745613,7,0,7,0,24,0,10
96750117,14,0,21,1,94,1,11
96750127,4,0,20,0,39,5,5
96750141,41,1,167,4,121,5,71
96750144,3,0,10,0,20,0,5
96750158,7,0,8,0,20,0,8
96750165,12,1,25,0,74,2,15
96755614,11,0,26,0,42,2,10
96755615,15,0,13,0,25,0,8
96755616,34,0,55,1,96,1,19
96755617,18,0,10,0,56,1,15
96755618,23,0,25,0,54,2,18
96755619,49,0,74,2,127,2,25
96760112,7,0,21,0,32,3,12
96760117,5,0,6,0,18,0,3
96760118,3,0,2,0,6,0,2
96760119,19,0,7,0,12,0,6
96760121,23,0,44,0,18,3,27
96760122,23,3,39,2,42,2,23
96760123,24,0,16,2,13,0,8
96760124,5,0,6,0,6,0,3
96760125,25,0,19,1,33,0,8
96760126,16,0,19,2,16,1,5
96760131,4,0,5,0,14,0,3
96760134,34,0,26,1,49,2,17
96760136,7,0,25,0,7,1,5
96760139,58,1,86,1,51,4,50
96760140,34,0,24,0,20,1,7
96760144,7,0,16,0,12,2,10
96760145,41,0,41,0,33,4,30
96760156,1,0,1,0,6,0,2
96760160,11,0,18,1,20,1,14
96760165,5,0,15,0,7,0,4
96760169,19,0,36,0,17,1,8
96765626,41,0,37,0,21,2,25
96765627,21,0,26,2,16,1,10
96765630,14,0,19,1,24,0,13
96765631,19,0,15,1,24,1,5
96765632,2,0,9,0,8,0,2
96769452,0,0,0,0,0,0,0
96769455,1,0,0,0,0,0,0
96770114,12,0,13,1,25,1,13
96770127,4,0,3,0,19,0,5
96770129,5,0,14,1,22,2,3
96770131,12,0,43,0,44,4,21
96770148,23,0,52,1,106,3,33
96770154,8,0,6,0,86,1,4
96770155,32,0,77,29,99,3,66
96770157,30,0,43,1,51,3,30
96770177,2,0,4,0,9,2,3
96775620,5,0,16,0,21,1,3
96775621,17,0,28,0,93,0,19
96775622,8,0,20,0,26,2,7
96775623,7,0,8,0,23,0,7
96775624,6,0,11,0,18,0,7
96775625,25,0,35,0,30,1,24
96775656,3,0,14,0,10,1,5
96779452,1,0,0,0,1,0,0
96779453,0,0,0,0,2,0,0
96779454,0,0,0,0,3,0,0
96779455,0,0,0,0,1,0,0
96779456,0,0,0,0,2,0,0
96779457,0,0,0,0,2,0,0
96779458,0,0,0,0,0,0,0
96779459,0,0,0,0,0,0,0
96779461,0,0,0,0,2,0,0
96779463,0,0,0,0,0,0,0
96780115,5,0,13,2,22,2,8
96780123,9,0,10,0,14,0,10
96780128,3,0,6,0,10,2,5
96780132,6,0,3,0,4,0,4
96780135,10,0,18,0,22,0,9
96780136,4,0,18,0,27,1,4
96780138,11,0,6,0,13,1,6
96780150,15,0,17,0,27,1,10
96780160,6,0,17,0,11,0,8
96780168,11,0,6,0,3,0,6
96780170,12,0,5,0,24,0,3
96780174,13,0,18,0,19,0,16
96780176,10,0,15,1,9,0,6
96780178,8,0,26,0,14,1,7
96780181,5,0,16,1,27,1,6
96780186,5,0,1,0,9,0,6
96780190,2,0,5,0,8,0,3
96780192,3,0,3,0,7,0,3
96780193,26,0,48,2,29,1,24
96785642,50,0,66,0,105,3,38
96785643,2,0,8,0,13,0,3
96789451,0,0,0,0,1,0,0
96789452,0,0,0,0,0,0,0
96789453,0,0,0,0,3,0,0
96789454,0,0,0,0,1,0,0
96789455,0,0,0,0,0,0,0
96789456,0,0,0,0,0,0,0
96789457,0,0,0,0,3,0,0
96790126,6,0,10,0,6,0,9
96790134,3,0,4,0,5,1,2
96790136,4,3,19,0,13,1,7
96790142,5,0,13,0,15,0,6
96790143,5,0,6,0,6,1,3
96790147,15,0,54,1,29,5,36
96790155,0,0,3,0,4,0,1
96790156,8,0,15,1,6,0,8
96790164,2,0,6,0,7,1,2
96790170,15,0,71,4,63,2,24
96790175,5,0,10,0,32,0,6
96790176,6,0,8,0,10,0,3
96790180,12,0,26,0,9,0,12
96790185,14,0,29,0,10,0,9
96790193,5,0,3,0,10,0,5
96790194,6,0,6,0,16,0,4
96790200,6,0,5,0,7,0,5
96790201,4,0,13,1,5,0,5
96790202,41,2,47,0,41,1,20
96790204,3,0,4,0,4,0,5
96790205,12,0,29,1,19,0,12
96790209,11,0,11,0,8,0,11
96795644,9,0,7,0,19,3,8
96795645,12,0,15,0,11,0,7
96795646,25,0,30,0,78,7,11
96795647,10,0,19,1,34,0,11
96795648,14,0,24,1,13,2,9
96795649,31,0,28,0,20,1,9
96795650,3,0,9,0,12,0,3
96795651,7,0,12,0,10,0,6
96795652,8,0,17,0,17,0,10
96795654,7,0,12,0,21,0,5
96795655,3,1,10,1,19,0,5
96799451,0,0,3,0,5,0,0
96799452,1,0,0,0,1,0,1
96799453,0,0,0,0,4,0,0
97610000,438,51,1344,78,765,43,795
97620000,93,2,158,7,135,10,112
97630000,112,6,352,12,202,13,184
97640000,43,0,240,6,158,13,56
97710112,21,0,20,0,22,1,13
97710113,100,1,99,5,108,3,76
97710130,101,0,108,4,65,3,79
97710140,5,0,7,0,6,0,3
97710141,10,0,6,0,7,0,4
97710142,57,0,45,1,27,1,23
97710145,4,0,5,0,9,1,4
97710158,3,0,6,0,9,0,5
97710160,10,0,7,0,9,0,6
97715701,15,0,20,0,21,1,12
97715703,27,0,25,1,29,1,13
97715704,52,0,39,2,49,2,28
97715705,34,0,75,1,41,7,35
97715771,39,0,44,1,30,1,19
97720111,4,0,10,0,4,0,5
97720115,4,0,16,0,11,1,5
97720117,2,0,8,0,7,0,6
97720121,3,0,6,0,7,0,5
97720125,40,0,48,2,35,2,29
97720130,30,0,43,1,56,2,27
97720131,13,0,15,1,17,1,16
97720141,14,0,20,1,13,1,12
97720145,9,0,10,0,9,1,6
97720147,42,0,73,3,48,4,39
97720149,10,0,8,1,15,0,7
97720159,2,1,13,0,9,1,5
97720163,50,1,85,2,43,4,63
97720167,4,0,2,1,7,1,4
97720171,16,0,19,0,14,0,12
97720177,18,0,37,0,32,2,23
97720184,45,0,77,16,44,1,70
97720200,25,0,56,2,44,2,26
97720202,29,0,73,2,49,3,33
97720207,10,0,6,0,23,0,4
97720215,3,0,4,0,7,0,4
97720223,12,0,27,0,24,0,8
97725706,21,0,26,1,22,3,20
97725707,16,0,25,0,24,1,13
97725708,12,0,22,2,17,0,15
97725709,10,0,14,1,23,0,10
97725710,14,0,20,0,28,0,12
97725711,21,0,34,1,27,1,19
97725712,12,0,10,0,13,0,8
97729451,0,0,0,0,0,0,0
97730117,2,0,4,0,3,1,2
97730122,15,0,15,0,9,1,14
97730125,18,0,81,4,62,8,28
97730144,17,0,34,0,17,1,22
97735713,17,0,26,0,66,2,20
97735714,7,0,14,0,14,0,5
97735715,5,0,12,0,10,0,6
97735716,17,0,35,0,61,0,16
97735718,23,0,47,0,47,3,23
97735719,5,0,14,0,13,0,4
97740116,17,0,6,0,7,2,7
97740119,28,0,7,0,15,0,10
97740121,7,0,27,13,22,6,23
97740122,2,0,4,0,5,0,2
97740135,29,1,90,4,173,7,46
97740144,8,0,44,1,14,1,12
97740145,11,0,4,0,10,0,12
97740150,17,2,68,2,65,2,22
97740155,12,0,21,0,24,1,10
97740162,1,0,7,0,8,0,1
97745727,10,0,20,0,9,0,5
97745728,10,1,6,0,11,1,9
97745729,5,0,11,0,8,0,5
97745730,17,0,21,1,19,1,13
97745731,8,0,8,0,17,2,4
97745732,21,0,45,0,32,2,18
97745733,15,0,11,0,14,0,7
97749451,0,0,0,0,0,0,0
97749452,0,0,0,0,0,0,0
97750115,4,0,10,0,8,0,4
97750129,32,0,67,1,36,4,27
97750134,59,0,45,0,32,1,22
97750135,89,2,200,7,210,12,103
97750139,20,0,32,0,24,1,11
97750149,5,0,6,0,26,1,3
97750152,30,0,80,1,54,4,29
97750162,16,0,31,1,32,5,17
97750164,23,0,65,0,50,3,40
97755739,14,0,24,1,21,1,12
97755740,12,0,20,1,22,1,13
97755741,5,0,17,0,21,0,5
97759451,0,0,0,0,1,0,0
97759452,0,0,0,0,0,0,0
97759454,0,0,0,0,0,0,0
97759455,0,0,0,0,2,0,0
97760111,5,0,8,1,6,0,5
97760114,7,0,8,0,8,1,7
97760116,50,3,159,8,220,10,69
97760117,14,0,43,2,24,2,15
97760120,3,0,10,0,20,1,5
97760122,4,0,5,0,3,0,3
97760125,3,0,16,5,36,3,10
97760128,7,0,17,0,32,0,7
97760129,11,0,22,0,28,1,9
97760131,4,0,1,1,4,0,3
97765735,12,0,16,0,33,0,13
97765737,10,0,11,0,26,0,9
97765738,4,0,4,0,22,0,5
97770129,43,1,118,18,139,5,57
97770130,17,0,9,0,11,0,12
97770147,1,0,23,3,19,0,7
97770151,38,1,72,4,48,9,47
97770152,8,0,5,0,5,0,4
97770153,9,0,26,0,39,1,8
97770159,24,0,64,16,64,6,28
97770165,2,0,6,0,3,0,3
97770169,23,0,17,0,67,1,12
97770173,9,0,8,11,25,0,16
97775748,32,0,50,2,53,3,27
97775749,14,0,11,0,31,1,4
97775751,17,0,14,0,19,1,10
97775752,20,1,20,0,30,2,21
97775753,13,0,13,0,7,0,9
97775754,15,0,27,1,16,1,12
97775755,7,0,7,0,11,0,6
97775756,23,0,32,0,42,2,10
97775770,10,0,9,0,32,3,4
97775772,7,0,4,0,8,0,5
97780116,19,0,67,1,170,4,27
97780123,5,0,11,0,7,0,5
97780137,11,0,18,0,13,0,5
97780168,4,0,15,0,8,0,6
97780169,4,0,10,0,7,1,4
97780173,30,1,90,5,69,6,45
97780196,5,0,6,0,5,2,4
97780204,3,0,4,0,2,0,3
97785757,6,0,28,1,38,3,11
97785758,32,0,42,0,30,2,16
97785759,35,0,21,0,23,3,11
97785760,7,0,12,1,21,1,4
97785761,15,0,21,0,19,0,7
97785762,13,0,19,0,20,4,12
97785764,20,0,25,0,41,4,20
97785765,16,0,21,0,41,2,14
97785766,12,0,12,0,10,1,8
97785767,11,0,14,0,29,0,7
97785768,16,0,31,0,34,2,14
97789451,0,0,0,0,0,0,0
97790115,11,0,18,1,17,0,5
97790131,19,1,92,4,65,5,32
97790147,2,0,6,0,7,1,3
97790155,14,0,14,0,25,0,7
97790169,7,0,9,0,9,1,5
97790178,4,0,4,0,7,0,3
97790181,4,0,11,0,4,0,3
97790185,4,0,9,0,3,0,4
97790194,27,0,113,8,91,7,56
97790196,4,0,2,0,6,0,4
97790218,2,0,12,0,8,1,2
97795720,7,0,9,0,18,1,10
97795721,31,1,33,1,32,2,18
97795722,34,0,8,0,24,0,15
97795723,28,0,40,2,59,4,22
97795724,20,0,23,0,19,4,12
97795725,18,0,52,1,33,3,19
97799452,0,0,0,0,1,0,0
97799453,0,0,0,0,0,0,0
97800112,9,0,21,0,16,3,12
97800114,11,0,5,0,3,0,13
97800115,7,0,16,1,19,0,10
97800117,9,0,13,0,15,1,10
97800118,6,0,9,0,16,3,7
97800119,11,0,31,0,18,3,8
97800120,9,0,20,0,15,0,4
97800122,7,0,7,0,4,0,5
97800123,14,0,37,0,76,4,12
97800124,29,0,90,1,78,6,40
97800125,8,0,6,0,5,1,8
97800128,5,0,22,1,34,0,8
97800132,10,0,46,3,109,3,8
97800133,15,0,109,9,205,8,16
97800137,8,0,6,0,13,1,6
97800139,39,0,113,1,75,6,42
97800140,12,0,12,0,16,1,7
97800143,13,0,36,0,34,1,19
97800145,9,0,13,0,27,4,2
97800146,9,0,26,0,14,4,7
97800147,9,0,7,0,7,1,9
97805742,10,0,33,1,98,8,14
97805745,9,0,24,0,33,3,7
97809451,0,0,0,0,1,0,0
100410100,354,127,864,77,796,55,546
100410511,11,0,21,0,27,5,19
100410512,10,0,13,2,23,1,13
100410513,24,0,38,2,53,3,25
100410514,17,0,41,0,64,1,17
100410515,21,0,29,2,34,5,31
100410516,11,2,23,1,27,1,18
100410517,22,0,31,0,27,0,21
100410518,14,0,39,2,41,2,23
100410519,42,0,114,3,101,5,65
100420111,14,0,28,0,39,0,16
100420112,15,0,46,8,62,2,19
100420113,41,1,112,13,83,9,61
100420114,18,0,41,4,65,5,19
100420115,30,0,35,0,58,0,7
100420116,29,0,68,1,80,5,45
100420117,9,0,13,1,42,4,11
100430111,27,0,57,0,50,2,27
100430112,43,1,53,0,42,5,17
100430113,11,0,31,0,29,2,7
100430114,51,2,201,7,244,9,66
100430115,17,0,46,0,54,3,33
100430116,25,0,43,1,89,4,14
100430117,9,0,23,0,26,1,8
100440111,25,0,73,3,69,6,24
100440112,49,1,67,1,68,2,57
100440113,8,0,17,0,17,1,7
100440114,22,0,24,0,58,1,21
100440115,54,2,133,9,158,7,75
100440116,18,0,38,0,41,3,16
100440117,18,0,50,5,66,3,18
100440118,19,0,32,0,36,2,14
100440119,17,0,24,1,36,1,16
100440120,16,0,50,1,38,5,25
100440121,7,0,10,2,32,2,9
100440122,7,0,30,2,23,1,9
100440123,3,0,16,0,12,1,4
100450111,21,0,45,0,36,2,14
100450112,38,0,70,1,91,1,41
100450113,9,0,16,0,34,1,9
100450114,53,2,146,24,122,10,90
100450115,17,1,29,0,39,3,16
100450116,12,0,23,0,48,1,13
100450117,34,1,106,5,93,5,52
100460111,10,0,36,1,66,1,13
100460112,26,0,24,1,43,0,16
100460113,6,0,22,0,10,0,7
100460114,15,0,33,2,52,6,15
100460115,11,0,27,0,46,2,10
100460116,14,0,16,1,18,0,8
100460117,35,0,109,8,120,7,49
100460118,18,0,38,1,49,1,12
110000000,5923,563,11153,999,10725,612,7927
120510000,136,16,334,38,259,20,264
120520000,164,54,376,27,392,24,223
120530000,82,5,179,11,262,19,115
120540000,360,86,700,72,722,47,549
120600005,24,0,73,2,60,0,26
120600020,42,0,89,26,173,8,77
120600052,59,5,128,14,118,13,96
120600181,40,1,50,1,78,1,36
120600198,19,0,31,2,91,5,22
120600269,32,1,82,2,97,5,35
120600280,12,0,25,1,54,1,11
120605003,23,0,36,0,85,3,25
120605006,17,0,19,0,52,7,17
120605011,20,0,30,0,98,3,18
120610020,8,1,26,3,46,1,8
120610112,18,0,21,0,12,0,23
120610217,12,0,22,1,71,2,13
120610219,6,0,1,0,38,2,4
120610260,39,4,126,3,91,4,58
120610316,51,0,88,2,66,3,57
120610320,19,0,52,6,72,4,22
120610329,10,0,14,0,38,2,6
120610332,9,0,19,0,30,0,7
120610433,27,1,37,0,64,4,31
120610444,8,0,17,0,8,0,9
120610540,26,3,80,2,26,4,22
120610572,9,0,20,0,36,1,12
120615108,21,0,50,20,95,4,40
120615113,24,0,46,1,106,2,19
120615114,12,0,31,2,81,1,12
120620092,17,0,28,0,38,0,18
120620124,16,4,40,2,31,8,29
120620140,16,0,52,13,42,5,35
120620224,9,0,43,2,39,2,8
120620410,3,0,3,0,27,0,4
120620461,6,0,8,0,24,1,7
120620469,3,0,5,0,3,1,3
120625031,44,0,115,3,166,11,55
120625202,8,0,6,0,29,2,5
120625205,9,0,16,1,29,1,10
120625207,7,0,16,0,70,0,9
120625209,9,0,14,0,32,2,11
120625211,6,0,11,0,61,1,10
120630036,14,0,21,1,32,3,15
120630056,15,0,55,1,53,0,16
120630080,75,1,194,4,112,6,124
120630148,16,0,20,1,48,0,13
120630189,3,0,11,0,26,2,5
120630208,40,0,56,5,61,3,42
120630244,8,0,25,0,30,1,9
120630252,43,0,145,7,93,4,58
120630273,15,0,15,0,26,4,17
120630357,14,2,166,2,53,3,16
120635302,17,0,24,0,25,1,22
120635306,7,0,11,0,24,0,7
120635309,11,1,11,1,39,5,8
120640029,18,0,22,0,53,1,13
120640044,20,0,44,2,41,7,29
120640136,32,0,59,3,123,1,40
120640227,25,0,90,3,54,2,45
120640274,10,0,19,0,42,1,10
120640317,14,0,28,0,49,1,18
120640336,35,0,49,0,69,3,51
120640380,28,0,55,1,152,5,29
120640428,19,0,41,13,136,3,36
120640448,11,0,29,3,18,2,17
120640472,31,1,136,7,83,6,59
120640512,11,0,24,12,26,3,22
120645403,7,0,6,0,33,1,9
120645404,10,0,16,0,27,1,11
120645406,10,1,12,0,40,1,12
120645408,19,0,28,2,82,4,24
120645412,15,0,19,0,103,1,17
120645414,16,0,14,0,53,6,17
120650036,11,0,22,7,22,1,22
120650084,8,0,39,0,98,5,9
120650096,17,0,42,0,13,0,19
120650136,25,0,55,16,72,0,53
120650144,39,1,69,0,115,2,41
120650165,19,0,21,24,65,4,39
120650180,5,0,17,1,10,0,10
120650193,4,0,10,0,21,2,5
120650198,11,0,22,0,13,2,13
120650225,15,1,24,0,102,4,16
120650251,18,0,31,0,356,5,17
120650256,61,1,141,12,255,7,87
120650332,16,0,36,0,88,2,23
120650356,13,0,34,0,68,2,14
120655502,14,1,23,2,69,3,16
120660052,7,0,25,0,32,3,11
120660112,9,0,24,0,29,1,10
120660176,23,0,46,7,57,6,22
120660196,35,0,89,4,111,7,51
120660285,6,0,21,0,23,5,8
120660296,5,0,24,1,14,1,8
120660304,38,13,160,7,97,9,81
120660320,11,0,27,0,36,3,14
120665601,7,0,9,1,43,2,8
120665606,10,0,20,0,45,1,12
120665607,13,0,19,0,33,1,14
120670036,6,2,41,1,75,4,18
120670120,48,2,105,5,92,12,71
120670124,25,0,65,4,34,3,37
120670137,13,0,11,0,45,0,7
120670144,83,2,114,5,65,10,94
120670201,18,1,18,4,82,0,28
120670426,6,0,2,0,11,0,4
120670440,32,1,37,1,44,0,34
120670481,10,0,39,0,41,4,15
120670493,8,0,13,0,34,0,7
120670544,26,0,35,6,52,0,31
120675701,16,0,30,1,87,3,11
120675705,15,0,16,0,60,3,12
120675706,13,0,8,0,43,5,15
120675707,17,11,37,44,90,8,63
120675708,19,0,16,1,87,2,12
120675709,18,0,27,1,22,1,20
120680117,7,0,25,0,35,0,10
120680181,5,0,5,0,44,2,8
120680264,13,0,41,6,31,2,22
120680320,40,3,110,31,147,11,72
120680353,11,0,48,2,140,6,14
120680468,18,0,85,7,100,8,30
120680477,5,0,18,0,40,3,6
120685804,5,0,15,6,47,4,11
120685805,13,0,22,0,68,6,18
120685807,8,0,4,0,37,3,9
120690017,22,1,58,1,101,3,33
120690020,22,0,54,5,50,6,32
120690249,23,0,26,0,24,3,20
120690304,56,0,43,0,267,1,71
120690306,21,1,37,1,62,5,19
120690397,22,0,40,0,33,1,30
120690454,13,0,20,0,21,0,13
120690590,21,0,26,1,62,2,23
120690596,7,0,12,0,15,2,10
120690604,24,0,21,0,27,0,23
120690616,37,1,75,0,49,1,50
120690632,8,0,29,1,47,3,14
120690656,46,1,100,3,114,7,41
120690665,5,0,7,0,34,1,5
120695902,21,0,15,1,55,5,20
120695904,23,0,51,0,45,6,23
120695910,5,0,14,0,38,2,3
120695917,4,0,9,0,13,0,3
120695918,14,0,26,0,35,0,12
120700125,3,0,0,0,28,1,3
120700149,5,0,1,0,5,1,7
120700173,10,0,10,0,27,1,8
120700296,18,0,65,2,93,3,22
120700302,13,0,10,0,18,0,16
120700316,19,0,37,3,57,9,27
120700424,24,0,86,2,127,3,30
120705001,20,0,15,0,56,1,12
120705005,7,1,14,1,52,1,9
120705006,5,0,13,0,28,0,5
120705009,5,0,11,1,19,0,7
120710057,10,0,11,0,30,1,8
120710076,23,6,46,8,89,7,42
120710160,29,0,66,8,70,8,34
120710244,11,0,37,0,22,0,10
120710301,21,0,5,0,31,3,6
120710337,3,0,3,0,47,0,2
120710372,31,0,65,1,59,5,36
120710408,7,0,8,0,11,1,6
120715101,21,0,42,2,128,4,14
120715102,12,0,22,1,67,4,17
120715107,13,1,29,1,71,3,14
120720002,9,0,23,1,92,2,17
120720014,9,0,23,0,38,1,11
120720017,30,0,87,2,62,1,38
120720120,10,0,39,0,25,1,14
120720169,44,0,71,0,77,4,40
120720232,14,2,61,17,48,8,40
120720240,39,2,60,13,64,3,61
120720297,19,0,10,0,48,4,4
120720312,5,0,8,0,25,1,6
120720340,17,0,28,1,27,1,22
120720426,10,0,30,0,43,3,9
120720477,22,0,58,1,70,3,29
120725204,22,0,28,0,75,4,17
120730008,28,0,65,2,96,8,38
120730069,15,0,13,0,60,4,6
120730384,11,0,15,0,49,4,6
120730429,11,0,9,0,43,1,10
120730452,36,1,77,2,48,5,41
120735051,25,0,76,3,79,8,37
120730572,98,0,92,1,136,14,54
120730579,5,0,3,0,18,1,3
120735303,9,0,5,0,48,6,12
120735304,11,0,14,0,41,1,14
120735305,19,0,22,0,77,2,13
120735306,13,0,25,1,95,5,15
120735310,6,0,7,0,25,2,6
